index,budget,genres,id,popularity,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count
798,58000000,Comedy,116741,1.551497,6/7/2013,44000000,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Internship,6.1,1658
799,60000000,Action Adventure Horror Science Fiction,35791,2.143764,9/9/2010,300228084,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Resident Evil: Afterlife,5.8,1363
800,58000000,Drama Action Adventure History War,72431,12.29603,1/19/2012,50365377,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Red Tails,5.9,178
801,57000000,Drama Horror Mystery Thriller,1813,33.8473,10/17/1997,152944660,144,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The Devil's Advocate,7.2,1374
802,70000000,Comedy,87428,21.723897,6/14/2012,58058367,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",That's My Boy,5.5,453
803,57000000,Fantasy,8840,31.791979,5/31/1996,115267375,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",DragonHeart,6.4,535
804,60000000,Action Comedy Crime Drama,10589,14.113066,11/12/2004,61347797,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",After the Sunset,6,226
805,57000000,Action Fantasy Thriller,71676,48.622278,12/10/2011,149217355,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Ghost Rider: Spirit of Vengeance,4.7,1135
806,57000000,Drama History Romance,1722,9.061866,8/17/2001,62112895,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Captain Corelli's Mandolin,5.5,145
807,56000000,Action Comedy Drama Family Thriller,10022,35.4763,3/4/2005,113006880,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",The Pacifier,5.8,842
808,56000000,Adventure Drama Action Thriller,11358,23.438398,4/2/2004,57223890,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Walking Tall,6,381
809,55000000,Comedy Drama Romance,13,138.133331,7/6/1994,677945399,142,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Forrest Gump,8.2,7927
810,60000000,Comedy Music Family Fantasy Animation,6477,47.336034,12/13/2007,361366633,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Alvin and the Chipmunks,5.5,1177
811,55000000,Comedy Romance,1597,29.97224,10/6/2000,330444045,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Meet the Parents,6.6,1698
812,55000000,Adventure Animation Drama Family,10530,47.845589,6/14/1995,346079773,81,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Pocahontas,6.7,1457
813,55000000,Action Adventure Fantasy Science Fiction,1924,48.507081,12/13/1978,300218018,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Superman,6.9,1022
814,54000000,Fantasy Comedy Romance Science Fiction,9327,20.28119,6/26/1996,128769345,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Nutty Professor,5.4,702
815,70000000,Comedy Drama Romance,8488,34.576913,2/10/2005,368100420,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Hitch,6.4,1665
816,55000000,Adventure Comedy Family Romance,10603,22.573237,7/15/1997,0,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",George of the Jungle,5.4,496
817,55000000,Comedy Romance,8273,36.194802,8/1/2003,231449203,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",American Wedding,6,1129
818,55000000,Action Drama Thriller,109424,52.786917,10/10/2013,95000000,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""so"", ""name"": ""Somali""}]",Captain Phillips,7.6,2454
819,55000000,Comedy,35056,38.06168,4/8/2010,152263880,97,"[{""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Date Night,5.9,1122
820,50000000,Fantasy Comedy Family,8839,19.830132,5/26/1995,287928194,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Casper,6,1019
821,55000000,Thriller Action Crime,156022,79.922059,9/24/2014,192330738,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Equalizer,7.1,2954
822,55000000,Comedy Drama Romance,7303,19.738215,12/13/2002,154906693,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Maid in Manhattan,5.6,485
823,53000000,Action Thriller Drama,8963,20.334629,5/12/1995,157387195,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Crimson Tide,7,498
824,55000000,Drama,1402,80.581367,12/14/2006,307077295,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",The Pursuit of Happyness,7.7,2525
825,55000000,Thriller Drama Mystery,9315,32.05145,9/22/2005,223387299,98,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Flightplan,6.1,772
826,55000000,Drama Thriller Crime Mystery Romance,8984,15.064058,12/9/1994,214015089,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Disclosure,5.9,210
827,55000000,Drama Fantasy Romance,795,21.272734,4/10/1998,198685114,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",City of Angels,6.4,529
828,30000000,Action Crime,24,79.754966,10/10/2003,180949000,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Kill Bill: Vol. 1,7.7,4949
829,55000000,Comedy,11353,13.191829,8/12/1999,0,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bowfinger,6,254
830,30000000,Action Crime Thriller,393,50.622607,4/16/2004,152159461,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Kill Bill: Vol. 2,7.6,3948
831,55000000,Action Adventure Comedy,9618,22.787667,12/22/1989,63408614,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Tango & Cash,6.1,458
832,55000000,Fantasy Comedy,9374,29.498304,7/30/1992,149022650,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Death Becomes Her,6.3,636
833,55000000,Adventure Action Comedy Western,8584,25.400935,5/26/2000,56932305,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Shanghai Noon,6.2,735
834,55000000,Action Adventure Drama Thriller,2320,17.231675,3/15/1996,121969216,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Executive Decision,5.8,256
835,55000000,Comedy Family,58224,32.835777,6/17/2011,187361754,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mr. Popper's Penguins,5.7,751
836,55000000,Action Adventure Fantasy,1729,17.097041,4/18/2008,127906624,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",The Forbidden Kingdom,6.3,461
837,55000000,Animation Comedy Family,175574,14.414937,10/30/2013,110000000,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Free Birds,5.7,254
838,50000000,Science Fiction Action Horror,8077,45.856409,5/22/1992,159773545,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Alien³,6.2,1633
839,55000000,History Drama Music,8818,7.027139,12/14/1996,141047179,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Evita,5.9,120
840,55000000,Action Thriller Crime Adventure,8195,32.657488,9/25/1998,41610884,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Ronin,6.7,658
841,50000000,Adventure,10586,12.46525,10/11/1996,75000000,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Ghost and the Darkness,6.4,236
842,55000000,Family Comedy,116149,39.882276,11/27/2014,259207227,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Paddington,7,883
843,68000000,Comedy,80035,39.395881,7/26/2012,68267862,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Watch,5.3,881
844,55000000,Drama Action Thriller Crime,10632,8.634954,3/11/2003,34234008,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Hunted,6,189
845,80000000,Drama Mystery Thriller,12117,7.386394,6/4/1999,0,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Instinct,6.2,146
846,55000000,Comedy,1792,8.802525,12/10/2003,33828318,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Stuck on You,5.1,188
847,0,Comedy,13260,10.449975,2/28/2008,33472850,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Semi-Pro,5.4,251
848,60000000,Animation Adventure Family Comedy,72197,23.700759,3/12/2012,118338361,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Pirates! In an Adventure with Scientists!,6.4,374
849,55000000,Crime Drama Mystery,3580,27.50916,1/30/2008,113020255,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Changeling,7.3,1131
850,50000000,Action Drama Science Fiction Thriller,12123,20.58862,8/2/1996,60209334,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Chain Reaction,5.3,284
851,55000000,Drama Mystery Thriller,9566,4.366488,8/15/1996,18626419,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Fan,5.7,194
852,70000000,Thriller Drama Romance,9833,18.927463,12/8/2004,154648887,143,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Phantom of the Opera,7,438
853,55000000,Drama History Romance,4517,15.274137,9/9/2007,74237563,114,"[{""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Elizabeth: The Golden Age,6.6,303
854,62000000,Action Science Fiction,8202,29.954302,11/30/2005,52304001,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Æon Flux,5.4,703
855,56000000,Drama History War,16072,4.362535,2/21/2003,12923936,214,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Gods and Generals,6.1,48
856,55000000,Action Thriller Crime,34314,4.700024,1/9/1997,11466088,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Turbulence,5.2,62
857,55000000,Comedy,19724,12.340384,6/19/2009,0,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Imagine That,5.7,134
858,50000000,Comedy Adventure Crime Family,145220,14.808304,3/20/2014,80383290,112,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Muppets Most Wanted,6.2,316
859,57000000,Action Adventure Comedy Family Fantasy,14623,9.27875,7/23/2004,28283637,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Thunderbirds,4.2,91
860,55000000,Drama Romance,42297,22.863516,11/23/2010,89519773,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Burlesque,6.9,573
861,47000000,Drama,2841,23.05451,10/26/2004,0,133,"[{""iso_639_1"": ""co"", ""name"": """"}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",A Very Long Engagement,7.1,346
862,2000000,Drama Romance,802,23.962109,6/13/1962,9250000,153,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Lolita,7.3,395
863,55000000,Action Thriller,10375,12.669778,1/4/2002,6416302,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",D-Tox,5.3,123
864,54000000,Fantasy Horror Action Thriller,36586,67.169587,3/22/2002,155010032,117,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Blade II,6.2,1528
865,55000000,Drama,11321,41.472404,12/18/2008,168167691,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Seven Pounds,7.5,2039
866,55000000,Action Crime Thriller,70074,22.503935,1/31/2013,9489829,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bullet to the Head,5.2,481
867,54000000,Crime Drama Thriller,242,59.194915,12/24/1990,136766062,162,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",The Godfather: Part III,7.1,1546
868,57000000,Comedy Drama Romance,9621,22.894898,10/6/2005,52034889,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Elizabethtown,6.1,327
869,54000000,Comedy Romance,1819,18.600367,7/14/2006,130431368,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","You, Me and Dupree",5.4,407
870,54000000,Action Adventure Fantasy Science Fiction,8536,30.515175,12/4/1980,190458706,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Superman II,6.5,629
871,54000000,Drama,8046,9.053456,8/1/2003,7266209,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Gigli,3.5,104
872,55000000,Drama Thriller,1717,7.768223,9/10/2006,9450897,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",All the King's Men,5.7,95
873,46000000,Action Adventure Crime Thriller,479,19.643365,6/15/2000,107196498,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Shaft,5.5,308
874,53000000,Animation Family,9444,45.565918,11/20/1997,139804348,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Anastasia,7.4,1432
875,52500000,Drama Music Romance,824,57.374341,3/9/2001,179213434,127,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Moulin Rouge!,7.4,1300
876,75000000,Mystery Thriller Crime,11456,8.41856,10/30/2001,54249294,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Domestic Disturbance,5.4,113
877,53000000,Crime Drama,261023,46.049902,9/4/2015,98837872,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Black Mass,6.3,1242
878,90000000,War Drama History,3683,23.9366,10/18/2006,65900249,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Flags of Our Fathers,6.7,526
879,53000000,Drama Crime Thriller,22803,49.593978,10/15/2009,126690726,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Law Abiding Citizen,7.2,1486
880,67000000,Thriller Action Horror,285923,16.637642,4/6/2007,25037897,191,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Grindhouse,6.8,459
881,0,Drama Thriller,39437,1.453765,10/16/1998,0,172,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Beloved,5.9,26
882,0,Drama Romance,1950,6.162872,5/1/2007,5761917,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Lucky You,5.4,81
883,52000000,Drama Crime,640,73.944049,12/25/2002,352114312,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Catch Me If You Can,7.7,3795
884,40000000,Thriller Drama History,97630,38.306954,12/19/2012,132820716,157,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Zero Dark Thirty,6.7,1702
885,52000000,Romance Comedy,9767,26.251217,6/1/2006,204999686,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Break-Up,5.6,832
886,52000000,Comedy Romance,11631,30.780599,7/3/2008,609841637,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}]",Mamma Mia!,6.4,1386
887,52000000,Comedy Romance,32856,25.41929,2/10/2010,216485654,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Valentine's Day,5.7,1013
888,50000000,Action Adventure Comedy,6519,15.98212,8/5/2005,110803676,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Dukes of Hazzard,5.1,316
889,52000000,Drama History War,8741,40.072583,12/25/1998,98126565,170,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",The Thin Red Line,7.2,771
890,52000000,Comedy,49520,32.015477,8/5/2011,75450437,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Change-Up,5.9,736
891,82000000,Comedy Drama Romance,1850,24.444186,12/22/1999,47434430,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Man on the Moon,6.9,435
892,52000000,Drama Crime,524,40.06688,11/22/1995,116112375,178,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Casino,7.8,1307
893,52000000,Action Crime Thriller,26389,27.916284,2/5/2010,52826594,92,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",From Paris with Love,6.1,675
894,52000000,Action Comedy Fantasy,11817,15.20707,3/28/2003,0,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""bo"", ""name"": """"}, {""iso_639_1"": ""pa"", ""name"": ""\u0a2a\u0a70\u0a1c\u0a3e\u0a2c\u0a40""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Bulletproof Monk,5.1,278
895,51000000,Comedy,2123,39.001682,6/22/2000,149270999,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]","Me, Myself & Irene",6.1,927
896,51000000,Animation Comedy Family,9907,10.430832,8/4/2006,72779000,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Barnyard,5.3,225
897,0,Comedy Family,9969,5.952527,11/22/2006,47231070,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Deck the Halls,5.1,109
898,50000000,Adventure Fantasy Drama Romance,18239,94.815867,3/15/2009,709827462,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",The Twilight Saga: New Moon,5.6,2436
899,60000000,Adventure Animation Comedy Family Fantasy,808,67.298732,5/16/2001,484409218,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Shrek,7.3,4056
900,50200000,Science Fiction Thriller Romance,38050,26.60772,3/3/2011,127869379,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Adjustment Bureau,6.5,1652
901,48000000,Adventure,8367,28.803729,6/14/1991,390493908,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Robin Hood: Prince of Thieves,6.6,909
902,50000000,Comedy Drama Romance,9390,27.039636,12/6/1996,273552592,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Jerry Maguire,6.7,913
903,50000000,Comedy Fantasy,72105,68.87691,6/29/2012,549368315,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Ted,6.3,4697
904,50000000,Comedy Romance,2898,37.885022,12/19/1997,314178011,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",As Good as It Gets,7.2,915
905,50000000,Comedy Drama,10312,35.537397,12/25/1998,202292902,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Patch Adams,7,832
906,50000000,Comedy,109443,38.125008,12/18/2013,173649015,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Anchorman 2: The Legend Continues,6,923
907,50000000,Comedy Romance,2022,18.121404,6/28/2002,171269535,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mr. Deeds,5.6,644
908,50000000,Thriller Science Fiction Mystery,37686,37.069253,6/8/2011,260095987,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Super 8,6.6,2435
909,52000000,Drama,462,30.347332,3/17/2000,256271286,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Erin Brockovich,7.1,716
910,50000000,Comedy Romance,9919,23.854701,2/7/2003,177371441,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",How to Lose a Guy in 10 Days,6.3,850
911,50000000,Crime Comedy Action,187017,52.380982,6/5/2014,188441614,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",22 Jump Street,7,3319
912,60000000,Horror Romance,628,50.163785,11/11/1994,223664608,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Interview with the Vampire,7.2,1516
913,70000000,Comedy,10201,43.849351,12/9/2008,225990978,104,"[{""iso_639_1"": ""et"", ""name"": ""Eesti""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Yes Man,6.4,1813
914,50000000,Action Comedy,302699,45.318703,6/15/2016,216972543,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Central Intelligence,6.2,1650
915,0,Drama Romance,9441,16.368283,12/25/1998,0,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Stepmom,6.9,277
916,50000000,Comedy,274167,38.616744,12/25/2015,242786137,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Daddy's Home,5.8,854
917,50000000,Fantasy Comedy Music,224141,65.90161,12/25/2014,212902372,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Into the Woods,5.6,1652
918,45000000,Crime Drama Thriller,388,45.220386,3/23/2006,184376254,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sq"", ""name"": ""shqip""}]",Inside Man,7.3,1630
919,90000000,Drama Action Thriller Crime,2112,17.457947,2/5/1999,161626121,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Payback,6.7,548
920,50000000,Action Adventure Drama Mystery Science Fiction,10329,10.755847,6/9/1995,152022101,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Congo,5,213
921,50000000,Drama Comedy Family,74465,38.629763,12/22/2011,120081841,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",We Bought a Zoo,6.5,909
922,50000000,Action Adventure Drama Mystery Science Fiction,13811,32.693093,3/19/2009,155446362,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Knowing,5.9,1486
923,50000000,Comedy,6877,18.806031,3/10/2006,88715192,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Failure to Launch,5.5,399
924,50000000,Drama Horror Thriller,10320,32.233713,3/17/2005,161451538,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Ring Two,5.4,632
925,50000000,Comedy Drama Romance,50646,37.990705,7/29/2011,142851197,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Crazy, Stupid, Love.",7,2443
926,50000000,Animation Comedy Family,8920,17.667826,6/10/2004,200804534,80,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Garfield,5.2,820
927,60000000,Comedy Family,13673,9.225166,11/24/2004,0,99,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Christmas with the Kranks,5.2,193
928,50000000,Drama,60308,46.180421,9/22/2011,110206216,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Moneyball,7,1381
929,50000000,Action Drama Science Fiction Thriller,6950,30.397496,3/10/1995,189859560,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Outbreak,6.3,513
930,50000000,Action Thriller Mystery,225574,83.295796,1/26/2014,222809600,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Non-Stop,6.8,2268
931,50000000,Adventure Family Fantasy Science Fiction Thriller,13836,23.935053,3/12/2009,106303988,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Race to Witch Mountain,5.5,509
932,54000000,Action Thriller Fantasy,752,84.630969,3/15/2006,132511035,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",V for Vendetta,7.7,4442
